Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Publisher,Date Published,Year Published,Genre,Edition,Editor,Summary,Guided Reading Level,Lexile Measure,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,Word Count,Original Title,Number of Pages,Format,Dimensions,Weight,List Price,Language,DDC,LCC,OCLC,ISBN,Favorites,Rating,Physical Location,Status,Date Started,Date Finished,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Quantity,Condition,Recommended By,Date Added,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Uploaded Image URL,Activities
Pete the Kitty: I Love Pete the Kitty,,,,James Dean,"Dean, James",,,,HarperCollins,2017/12/19,2017,Juvenile Fiction,,,"The fun new Pete the Kitty series from New York Times bestselling author-illustrator James Dean introduces young readers to Pete the Cat before he was Pete the Cat...when he was little Pete the Kitty! Pete the Kitty loves so many wonderful things in life—like birthday cake, ice cream, his guitar, and more.But what does this groovy kitty love the most? Find out in this all-new board book!",,,,,,,,24,,,,,English,,,,9780062435811,0,0,,Unread,,,,,,,0,,,,2018/01/15 14:19:08.835039973,,,,,,dJzlAQAACAAJ,,0,,
"Octopus, Oyster, Hermit Crab, Snail",A Poem of the Sea,,,Sara Anderson,"Anderson, Sara",,,,Handprint Books,,2005,American Sea poetry,,,"Start at the tips of the foamy waves, where the sun glints off the water, and go down to the depths of the sea, where the eel's phosphorescence glows in the dark with otherworldly intensity. Below the waves, there are to be seen, among a myriad of living creatures, the octopus, the snail, and the angelfish. Deeper still are the whales, the lobsters, and the sticklebacks. Resting on the floor are barnacles, pompanos, and eels. Returning to the surface, there are still more magnificently depicted examples of sea lifeuntil the sunny beach and golden sand beckon.A journey through the ocean is imaginatively plumbed in words and pictures. Informative, clear, and graphically lovely, readers of all ages who dive into this book will never look at the sea in quite the same way.",,,,,,,,32,,,,,English,,,,9781593540791,0,0,,Unread,,,,,,,0,,,,2018/01/13 14:22:23.35071969,,,,,,DoCmngEACAAJ,,0,,
Blue Burt and Wiggles,,,,Derek Anderson,"Anderson, Derek",,,,Simon & Schuster Books for Young Readers,,2006,Juvenile Fiction,,,"Who says a bird and a worm can't be best friends? no one in the great north woods. Blue Burt and Wiggles are inseparable! But when a flock of birds head south for the winter, it's only a matter of time before Blue Burt needs to say good-bye too.Or is it?Join Blue Burt and Wiggles on their quest to make summer last forever. Acclaimed artist Derek Anderson takes his paintbrush to the forest, turning fall into summer, bringing woodland creatures to life, and illustrating, above all, that true friendship lasts forever.",,,,,,,,32,,,,,English,,,,9781416905936,0,0,,Unread,,,,,,,0,,,,2018/01/13 14:22:23.26963949,,,,,,mjhaAAAAYAAJ,,0,,
"Sheep, sheep, sheep, help me fall asleep",,,,Arlene Alda,"Alda, Arlene",,,,Delacorte Press,1992/11/01,1992,Animals - Fiction,,,"Sheep, Sheep, Sheep, Help Me Fall Asleep Written and with photographs by Arlene Alda When you can't fall asleep, counting sheep is certainly one way to make you drowsy. On the other hand, when you don't want to fall asleep, counting other animals doing silly things is clearly a great way to keep yourself awake! And that's just what this preschooler does as soon as Mom leaves the room. Children and parents alike will find delight in this multifunctional book. It's a rhyming bedtime reader, a counting book, and an animal identification picture book -- it's three books in one!",,,,,,,,32,,,,,English,,,,9780385307918,0,0,,Unread,,,,,,,0,,,,2018/01/13 14:22:23.17832040,,,,,,Qs3b7slT2mYC,,0,,
Degas and the Little Dancer,,,,Laurence Anholt,"Anholt, Laurence",,,,Barron's Educational Series,,1996,Juvenile Nonfiction,,,"Many years ago, Marie hoped to be a famous ballerina, but because her family had too little money for lessons she began modeling at the ballet school. The painter for whom she modeled was the artist, Edgar Degas. As Degas' figure of The Little Dancer took shape, Marie began to feel sympathy for the bad-tempered artist. When the sculpture was finished, thousands of art lovers came to see the statue, making Marie the most famous dancer of all. Here is an exquisite introduction to the life of a great nineteenth-century French artist, with beautiful impressionistic illustrations and reproductions of Degas' own work.",,,,,,,,32,,,,,English,,,,9780812065831,0,0,,Unread,,,,,,,0,,,,2018/01/13 14:22:23.9626984,,,,,,wCD6BZ2mydYC,,0,,
The hair of Zoe Fleefenbacher,,,,Laurie Halse Anderson,"Anderson, Laurie Halse",,,,Simon & Schuster Books for Young Readers,,2009,Hair in fiction,,,"Zoe Fleefenbacher has one blue eye and one green eye and bright red hair that goes on . . . forever. Her hair has always been unruly, but now she is in first grade and according to her teacher, Ms. Trisk, “first grade has rules.” It takes countless barrettes and scrunchies to finally hold Zoe’s hair. But when it can help with an uncooperative science lesson, will Ms. Trisk let Zoe’s hair free? Acclaimed author Laurie Halse Anderson and vibrant illustrator Ard Hoyt style a hair-raising story that is sure to be a ‘do!",,,,,,,,,,,,,,,,,9780689858093,0,0,,Unread,,,,,,,0,,,,2018/01/13 14:22:23.1708030,,,,,,,,0,https://covers.openlibrary.org/b/id/6716669-L.jpg,
The Best Kind of Kiss,,,,Margaret Allum,"Allum, Margaret",,,,Walker,2011/12/06,2011,Juvenile Fiction,,,"A little girl likes all kinds of kisses, including a fluffy kiss from a cat and a fluttery kiss from a butterfly. And she gets a smelly-yelly brother kiss. But her favorite kiss of all is a bristly, growly, daddy kiss. Full of whimsy and charm, readers will agree: this is the best kind of book.",,,,,,,,24,,,,,English,,,,9780802722744,0,0,,Unread,,,,,,,0,,,,2018/01/13 14:22:22.961938977,,,,,,0SWmcQAACAAJ,,0,,
"Hedgehog, Pig, and the Sweet Little Friend",,,,Lena Anderson,"Anderson, Lena",,,,Macmillan,,2007,Juvenile Fiction,,,"It's a quiet evening at Hedgehog's house,until there's a squeak at the gate.Someone's outside who wants to come in.It's dark and the hour is late. It's someone who's lost and wants to go home,someone who can't find the way.“Come in,” invites Hedgehog, “come in and sit down.Tomorrow will be a new day.” Winsome watercolor art and rhyming text combine to tell the sweet story of a little piglet who is lost and cannot find her way home.",,,,,,,,32,,,,,English,,,,9789129667424,0,0,,Unread,,,,,,,0,,,,2018/01/12 13:49:57.771146059,,,,,,HL2SGroNqMYC,,0,,
"Here a Face, There a Face",,,,Arlene Alda,"Alda, Arlene",,,,Tundra Books,,2008,Juvenile Nonfiction,,,"Author/photographer Arlene Alda has produced yet another brilliantly simple rhyming safari — this time in search of faces in unusual places. These faces are found on buildings, in trees, mailboxes, and fountains. Coy, funny, grumpy, comical, or sad, they are almost anywhere a child’s imagination wants to go. Whimsical text heightens the search and helps us find the unusual characters who are quietly gathered all around us. Alda’s unique through-the-lens perceptions will launch young children on a visual adventure that just might be hard to return from.  The easy-to-read text and trampe d’oeil photos make Here a Face, There a Face perfect for the young or young at heart.  This is Arlene Alda’s third, and perhaps her most clever photographic essay. Look for The Book of ZZZs and Did You Say Pears?",,,,,,,,32,,,,,English,,,,9780887768453,0,0,,Unread,,,,,,,0,,,,2018/01/12 13:49:57.762824058,,,,,,FfADRNmdbjwC,,0,,
Don't Copy Me!,,,,Jonathan Allen,"Allen, Jonathan",,,,Boxer Books,,2012,Juvenile Fiction,,,"“Don't copy me!” It's a refrain that's well-known to children, parents, and caregivers. Now it's Little Puffin's turn to say the words as three cheeky gull chicks follow him around, imitating his every word and step. And the more the puffin protests, the more the gulls enjoy their silly game. Can Little Puffin find a way to turn his frustration into a clever plan? With his usual wit and flair, author and artist Jonathan Allen turns a simple concept into a wildly entertaining tale.",,,,,,,,32,,,,,English,,,,9781907967207,0,0,,Unread,,,,,,,0,,,,2018/01/12 13:49:57.753649950,,,,,,ykROpwAACAAJ,,0,,
Counting Crows,,,,Kathi Appelt,"Appelt, Kathi",,,,Simon and Schuster,2015/03/03,2015,Juvenile Fiction,,,"Help hungry crows avoid a feline foe in this clever concept book from the author of The True Blue Scouts of Sugar Man Swamp and The Underneath.One, two, three, crows in a tree, bedecked in red scarves and hungry as can be. So they fly out of their nest with snacking in mind, and snack they do. Snack one, snack two, snack three—all the way to a dozen! But before they have time to complain about bellyaches, they have a bigger problem: a cat has been eyeing them…as potential snacks! Can these well-fed crows become well-FLED crows? Read and find out in this counting book from Newbery Finalist and two-time National Book Award Nominee Kathi Appelt, with spot-on illustrations from Rob Dunlavey. It’s the cat’s meow!",,,,,,,,40,,,,,English,,,,9781442423275,0,0,,Unread,,,,,,,0,,,,2018/01/12 13:49:57.742660999,,,,,,gnDJCgAAQBAJ,,0,,
Winter harvest,,,,Jane Chelsea Aragon,"Aragon, Jane Chelsea",,,,"Little, Brown",,1988,Deer,,,,,,,,,,,32,,,,,,,,,9780316049375,0,0,,Unread,,,,,,,0,,,,2018/01/12 13:49:57.731320977,,,,,,,,0,,
Animal crackers,"a delectable collection of pictures, poems, and lullabies for the very young",,,Jane Dyer,"Dyer, Jane",,,,"Little, Brown",,1996,Lullabies,,,,,,,,,,,64,,,,,,,,,9780316197663,0,0,,Unread,,,,,,,0,,,,2018/01/12 13:49:57.700530052,,,,,,,,0,https://covers.openlibrary.org/b/id/188674-L.jpg,
"No, No, Gnome!",,,,Ashlyn Anstee,"Anstee, Ashlyn",,,,Simon and Schuster,2016/02/09,2016,Juvenile Fiction,,,"For fans of Don’t Let the Pigeon Drive the Bus! and No, David! comes a tale about a very small gnome who has some very big ideas about the school garden.Gnome cannot wait to help his friends harvest the school garden! But his eagerness and excitement get him into trouble, leaving them all saying, “No, no, Gnome!” The author/illustrator of Are We There, Yeti? delivers a sweet new picture book starring a loveable little hero who has a whole lot of energy...and heart.",,,,,,,,40,,,,,English,,,,9781481430913,0,0,,Unread,,,,,,,0,,,,2018/01/11 09:07:20.684337019,,,,,,JtaBCwAAQBAJ,,0,,
Chuck's Truck,,,,Peggy Perry Anderson,"Anderson, Peggy Perry",,,,Houghton Mifflin Harcourt,,2006,Juvenile Nonfiction,,,"Old Blue is Chuck’s truck. When Chuck gets ready to go to town, his barnyard friends gather around. Into the truck climb the duck Luck, dogs Nip and Tuck, the burro Buck, workhorse Huck, the chicken that goes “cluck,” Sue and Lou, and the goat Flo, too. So come along, jump in Old Blue—there’s still some room just for you!",,,,,,,,32,,,,,English,,,,9780618668366,0,0,,Unread,,,,,,,0,,,,2018/01/11 09:07:20.673349976,,,,,,K2KjfjH1ickC,,0,,
For Sure! for Sure!,,,,Hans Christian Andersen,"Andersen, Hans Christian",,,,august house,,2004,Juvenile Fiction,,,"When a chicken who has accidentally lost a feather jokes that she looks more gorgeous the more she plucks herself, her comment spreads throughout the coop and town and takes on a life of its own.",,,,,,,,32,,,,,English,,,,9780874837421,0,0,,Unread,,,,,,,0,,,,2018/01/11 09:07:20.611778020,,,,,,DdkvzhIHoo0C,,0,,
B Is for Brooklyn,,,,Selina Alko,"Alko, Selina",,,,Macmillan,2012/08/21,2012,Juvenile Nonfiction,,,"What do Prospect Park, Coney Island, and Atlantic Avenue have in common? They are all located in Brooklyn, New York, a magical place where you can listen to jazz music, eat bagels and lox, and sit on the stoop of a brownstone and daydream. Children will recognize aspects of their own neighborhoods in this celebration of urban culture and community.",,,,,,,,40,,,,,English,,,,9780805092134,0,0,,Unread,,,,,,,0,,,,2018/01/10 14:17:52.239480018,,,,,,ch_nfYQx5zwC,,0,,
Disappearing Desmond,,,,Anna Alter,"Alter, Anna",,,,Random House Children's Books,,2010,Juvenile Fiction,,,"Desmond likes to disappear, blend into the background, and hide in the cleverest of places. But when a new student named Gloria arrives at his school, Desmond finds himself noticed for the first time. Can Gloria help Desmond get used to the life in the spotlight?  Anna Alter's charming story is an original and reassuring take on overcoming shyness.",,,,,,,,40,,,,,English,,,,9780375866845,0,0,,Unread,,,,,,,0,,,,2018/01/10 14:17:52.226497054,,,,,,AYVqQwAACAAJ,,0,,
It's Milking Time,,,,Phyllis Alsdurf,"Alsdurf, Phyllis",,,,Random House Childrens Books,,2012,Juvenile Nonfiction,,,"A lyrical and visual treasure—perfect for reading aloud to any child who's ever asked: Where does milk come from? As the sun sets over the fields, a little girl and her father begin the evening milking. They work side by side, fanning out beds of straw, bringing in the cows, and hooking up the milkers. Soon they've filled milk can after milk can for the creamery truck that will arrive in the morning. The fresh dairy product isn't just for them—other families will buy their milk, butter, and cheese at stores and farmers' markets near and far, connecting the little girl's farm to the world beyond. Phyllis Alsdurf has created a poetic story that lovingly depicts the special bond between a child and her father, as well as the relationship between a young farmer and her animals. With Steve Johnson and Lou Fancher's exquisite illustrations,It's Milking Timeis a must-have for any picture book collection. A natural read-aloud selection for fans of Jane Yolen'sOwl Moon.",,,,,,,,40,,,,,English,,,,9780375969119,0,0,,Unread,,,,,,,0,,,,2018/01/10 14:17:52.214387059,,,,,,FC-buQAACAAJ,,0,,
"Nighty Night, Sleepy Sleeps",,,,Brian Anderson,"Anderson, Brian",,,,Roaring Brook Press,2008/10/14,2008,Juvenile Fiction,,,"Up the stairs. Down the stairs. Through the laundry. Chew the laundry. No time for nighty night, sleepy sleeps. Time to hide. Over 15 million readers have fallen in love with a comic strip about a toddler named Sophie and her little spunky dog, Doug. In this, their first full-length book adventure, Sophie and Doug wear themselves out trying everything to avoid going to sleep. Funny, charming, and, as any parent of a toddler can tell you, all too true, Anderson's first book will put a smile into any bedtime routine.",,,,,,,,32,,,,,English,,,,9781596433564,0,0,,Unread,,,,,,,0,,,,2018/01/10 14:17:52.125818967,,,,,,fzhaAAAAYAAJ,,0,,
The Very Fairy Princess Sparkles in the Snow,,,,"Julie Andrews, Emma Walton Hamilton","Andrews, Julie",,,,"Little, Brown Books for Young Readers",2013/10/15,2013,Juvenile Fiction,,,"The Winter Wonderland Festival is just around the corner, and Gerry knows this is her moment to SHINE. She's the most enthusiastic singer around, so she's certain her music teacher will choose her to perform the solo. She takes every opportunity to show him her VERY best voice-during rehearsal, during lunchtime, and even during recess. When a professional singer is given the solo instead, Gerry is crushed...but as the snow begins to fall, she finds a way to get her SPARKLE back! The mother-daughter team of Julie Andrews and Emma Walton Hamilton adds a sparkly seasonal story to their #1 New York Times bestselling series.",,,,,,,,32,,,,,English,,,,9780316219631,0,0,,Unread,,,,,,,0,,,,2018/01/09 16:10:19.545766949,,,,,,9_KkkQEACAAJ,,0,,
Peppa Pig and the Treasure Hunt,,,,Candlewick Press,"Press, Candlewick",,,,Candlewick Press,2015/02/25,2015,Juvenile Fiction,,,"Aar! Peppa Pig and her little brother, George, are following a map to find hidden treasure in Granny and Grandpa Pig's backyard!Peppa Pig and her little brother, George, are excited about spending the day with Granny Pig and Grandpa Pig. But when they arrive, they're even more excited to find Grandpa Pig wearing a pirate hat and Grandma Pig holding a map. It's time for a treasure hunt in the backyard! X marks the spot?—?but how will they get there, and what will they find?",,,,,,,,32,,,,,English,,,,9780763677039,0,0,,Unread,,,,,,,0,,,,2018/01/09 16:10:19.534404039,,,,,,PSKboAEACAAJ,,0,,
Is That My Cat?,,,,Jonathan Allen,"Allen, Jonathan",,,,Boxer Books,,2014,Juvenile Fiction,,,"“Is that my cat? It can't be. My cat is a slim, sleek pussy cat.” But something's up with this rather large kitty—the same one who used to fit through the cat door, climbed trees fearlessly, and always wanted to play. Now, it takes two hands to pick her up, and now this fussy eater finishes all her food! In true Jonathan Allen style, the story unfolds little by little, page by page—keeping us guessing right until the end, when we get a BIG, happy surprise.",,,,,,,,32,,,,,English,,,,9781907967740,0,0,,Unread,,,,,,,0,,,,2018/01/09 16:10:19.520735979,,,,,,iphSngEACAAJ,,0,,
Daddy Christmas and Hanukah Mama,,,,Selina Alko,"Alko, Selina",,,,Alfred A. Knopf,,2012,Fiction,,,,,,,,,,,,,,,,,,,,9780375960932,0,0,,Unread,,,,,,,0,,,,2018/01/09 16:10:19.446377038,,,,,,,,0,http://images.amazon.com/images/P/0375960937.01Z.jpg,
Red Pajama,,,,Anna Dewdney,"Dewdney, Anna",,,,Viking,,2005,Juvenile Fiction,,,"Llama, Llama red pajamawaiting, waiting for his mama.Mama isn't coming yet.Baby Llama starts to fret.In this infectious rhyming read-aloud, Baby Llama turns bedtime into an all-out llama drama! Tucked into bed by his mama, Baby Llama immediately starts worrying when she goes downstairs, and his soft whimpers turn to hollers when she doesn't come right back. But just in time, Mama returns to set things right. Children will relate to Baby Llama's need for comfort, as much as parents will appreciate Mama Llama's reassuring message.Watch a Video",,,,,,,,40,,,,,English,,,,9780670059836,0,0,,Unread,,,,,,,0,,,,2018/01/08 09:54:40.263100028,,,,,,W9AhPwAACAAJ,,0,,
Animosaics: Can You Find Me?,,,,Surya Sajnani,"Sajnani, Surya",,,,words & pictures,2017/07/03,2017,Juvenile Nonfiction,,,"Perfect for young animal lovers; this colourful ‘search and find’ board book from the creator of the Wee Gallery is a great introduction to animal habitats and to counting from one to ten. Toddlers and adults can explore a different animal habitat on each page and search for the animals hidden within the beautiful, large mosaic-inspired illustrations. With questions such as 'Can you find one butterfly?' 'Can you find two tadpoles? little ones can learn to count while searching for animals and the large format of the book makes it perfect for sharing and interacting.",,,,,,,,20,,,,,English,,,,9781682971468,0,0,,Unread,,,,,,,0,,,,2018/01/06 10:47:31.843469977,,,,,,pDZ1vgAACAAJ,,0,,
Animals Should Definitely Not Wear Clothing,,,,Judi Barrett,"Barrett, Judi",,,,Atheneum Books for Young Readers,1988/12/30,1988,Juvenile Fiction,,,"Animals should definitely not wear clothing.  ...because a snake would lose it, a billy goat would eat it for lunch, and it would always be wet on a walrus! This well-loved book by Judi and Ron Barrett shows the very youngest why animals' clothing is perfect...just as it is.",,,,,,,,32,,,,,English,,,,9780689708077,0,0,,Unread,,,,,,,0,,,,2018/01/05 17:30:04.269351959,,,,,,eO_XAAAAMAAJ,,0,,
Extra! Extra!,Fairy-Tale News from Hidden Forest,,,Alma Flor Ada,"Ada, Alma Flor",,,,Simon and Schuster,2007/07/10,2007,Juvenile Fiction,,,"Presents articles, editorials and ads from the ""Hidden Forest Times"" that retell many well-known stories, including Jack and the beanstalk, Pinocchio, and the Tortoise and the Hare.",,,,,,,,32,,,,,English,,,,9780689825828,0,0,,Unread,,,,,,,0,,,,2018/01/05 17:30:04.261556982,,,,,,n3Z76RmPszsC,,0,,
Tangled (Look and Find),,,,Disney,Disney,,,,"Publications International, Limited",2010/08/15,2010,,,,"Readers follow their favorite characters through various scenes, while searching for hard-to-find clues, characters and/or items. Also includes more challenges in the back of the book. Includes full-color illustrations, activities and challenges.",,,,,,,,24,,,,,English,,,,9781605537658,0,0,,Unread,,,,,,,0,,,,2018/01/05 17:30:04.253942012,,,,,,NoascQAACAAJ,,0,,
Praise Song for the Day,,,,Elizabeth Alexander,"Alexander, Elizabeth",,,,HarperCollins,2012/02/21,2012,Juvenile Fiction,,,"Praise Song for the Day was commissioned for the inauguration of President Barack Obama. These inspiring words by award-winning poet Elizabeth Alexander celebrate all that has made America what it is today and challenge us—as individuals, as communities, as a nation—to continue working toward the dream of a better world for all.   Together with spectacular illustrations by Caldecott Award–winning illustrator David Diaz, Praise Song for the Day reminds us that we are an ever-evolving nation fueled by hope, freedom, perseverance, and love.",,,,,,,,32,,,,,English,,,,9780061926631,0,0,,Unread,,,,,,,0,,,,2018/01/05 17:30:04.177657961,,,,,,nTlj5AAACAAJ,,0,,
The mitten,a Ukrainian folktale,,,Jan Brett,"Brett, Jan",,,,Putnam,,1989,Juvenile Fiction,,,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.   One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last.  Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.",,,,,,,,32,,,,,English,,,,9780399219207,0,0,,Unread,,,,,,,0,,,,2018/01/04 19:56:21.521234989,,,,,,,,0,https://covers.openlibrary.org/b/id/259482-L.jpg,
I know a place,,,,Karen Ackerman,"Ackerman, Karen",,,,Houghton Mifflin,,1992,Fiction,,,,,,,,,,,32,,,,,,,,,0395539323,0,0,,Unread,,,,,,,0,,,,2018/01/04 19:56:21.513848006,,,,,,,,0,,
Zoom!,,,,Diane Adams,"Adams, Diane",,,,Peachtree,,2005,Fiction,,,,,,,,,,,,,,,,,,,,1561453323,0,0,,Unread,,,,,,,0,,,,2018/01/04 19:56:21.504517972,,,,,,,,0,https://covers.openlibrary.org/b/id/792538-L.jpg,
Have You Seen My New Blue Socks?,,,,Eve Bunting,"Bunting, Eve",,,,Houghton Mifflin Harcourt,,2013,Juvenile Fiction,,,"“I have lost my new blue socks. Did I put them in my box?” Simple rhymes—includingsocks, box, fox, and ox!—spin the tale of a small duck who waddles through the countryside, forlornly searching for his blue socks. “I'm trying not to be depressed. / Without my socks I feel undressed.” Finally, a sharp-eyed peacock sees a bit of blue peeking out of duck's lace-up shoes and the mini-mystery is solved! Soft-hued, adorable pen-and-ink and watercolor paintings adorn this winsome story that shares the familiar experience of not really losing something after all.",,,,,,,,32,,,,,English,,,,9780547752679,0,0,,Unread,,,,,,,0,,,,2018/01/04 19:54:47.408909022,,,,,,j01Tw31ZjdoC,,0,,
Fire Engine,,,,Mike Austin,"Austin, Mike",,,,Random House,,2015,Fiction,,,"Told almost entirely in sound words, this day-in-the-life look at firefighters and their fire truck will appeal to the youngest vehicle enthusiasts and to parents with a penchant for exuberant read-aloud sessions. With art reminiscent of Donald Crews's transportation books, Mike Austin evokes the excitement of a 911 call as we follow firefighters sliding down the fire pole, racing through town, and up the ladder truck. Includes fire safety tips from the Federal Emergency Management Agency.",,,,,,,,40,,,,,English,,,,9780553510959,0,0,,Unread,,,,,,,0,,,,2018/01/04 19:54:47.402972996,,,,,,FbDZCwAAQBAJ,,0,,
Chuck and Woodchuck,,,,Cece Bell,"Bell, Cece",,,,Candlewick Press,,2016,Juvenile Fiction,,,"From award-winning talent Cece Bell, a sweetly offbeat story about two shy first-graders and the woodchuck who helps them become friends.  When Caroline's classmate Chuck brings Woodchuck to show-and-tell, Woodchuck is so funny that their teacher says he can come to school every day! Woodchuck is friendly to everyone, but he's especially sweet to Caroline. He gives her Chuck's hat when her ears get cold and Chuck's cupcake when she drops hers. But when Caroline forgets her lines during the class play, it's not Woodchuck who comes to the rescue. A perfect read-aloud for facilitating friendships, this charming story recognizes that sometimes, making a connection takes time -- but is worth the wait.",,,,,,,,32,,,,,English,,,,9780763675240,0,0,,Unread,,,,,,,0,,,,2018/01/04 19:54:47.395431995,,,,,,a1jXCwAAQBAJ,,0,,
On a Magical Do-Nothing Day,,,,Beatrice Alemagna,"Alemagna, Beatrice",,,,HarperCollins,2017/09/12,2017,Juvenile Fiction,,,"Give the gift of a magical do-nothing day!This picture book with startlingly beautiful words and pictures will spur imagination and a break from boredom or screen time. Now a New York Times Best Illustrated Book of the Year!All I want to do on a rainy day like today is play my game. My mom says it’s a waste of time, but without my game, nothing is fun! On the other hand, maybe I’m wrong about that…While reading On a Magical Do-Nothing Day, one gets the sense that the illustrator became lost in her drawings, and as a reader, you'll want to do the same. Perfect for fans of picture books by Julie Morstad, Carson Ellis, Jon Klassen, and Tomi Ungerer.“Hands down, Beatrice Alemagna is my favorite contemporary illustrator,"" said the Caldecott Honor-winning illustrator of Last Stop on Market Street, Christian Robinson.On a Magical Do-Nothing Day has been recognized with a Gold Medal from the Society of Illustrators. Don't miss this picture book that beautifully encourages unplugged exploration.",,,,,,,,48,,,,,English,,,,9780062657602,0,0,,Unread,,,,,,,0,,,,2018/01/04 19:54:47.383651971,,,,,,MGrenAAACAAJ,,0,,
Gary and Ray,,,,Sarah Adams,"Adams, Sarah",,,,Frances Lincoln Children's Bks,2010/05/25,2010,Juvenile Fiction,,,"Gary the gorilla is the only animal in the jungle who is lonely - all the other animals seem to have companions, and even the people of the village are frightened of him so stay well away. But one day a tiny sunbird thinks he looks so sad that he ventures to talk to him. Soon this unlikely pair are best of friends, so Gary is very upset when one day Ray doesn't show up as usual.  This delightful story of friendships is vividly written and illustrated by an exciting new picture book talent.",,,,,,,,36,,,,,English,,,,9781845079550,0,0,,Unread,,,,,,,0,,,,2018/01/04 19:54:47.312655985,,,,,,ZxkOvgAACAAJ,,0,,
Big Book of the Berenstain Bears,,,,"Stan Berenstain, Jan Berenstain","Berenstain, Stan",,,,Random House,,2007,Juvenile Fiction,,,"THE BERENSTAIN BEARS' First Time Books(R) are all about new experiences children encounter in their early years. With good-natured wisdom, love, and gentle humor, these books ease the way for kids - and their parents - through these first times. Collected in this treasury are: The Berenstain Bears Go to the Doctor, The Berenstain Bears and the Messy Room, The Berestain Bears in the Dark, The Berenstain Bears and the Sitter, and The Berenstain Bears' New Baby.",,,,,,,,160,,,,,English,,,,9780375842146,0,0,,Unread,,,,,,,0,,,,2018/01/02 13:54:53.66677987,,,,,,D8ER9adkBF4C,,0,,
Dora Celebrates Earth Day!,Little Green Nickelodeon,,,Emily Sollinger,"Sollinger, Emily",,,,Simon Spotlight/Nickelodeon,2009/01/06,2009,Juvenile Fiction,,,"Dora explores the ways we can all make a difference and help save the planet by doing simple things at home.Perfect for teaching preschoolers about the environment and what they can do to help protect the planet, This book will be printed on 100% post-consumer waste recycled paper with soy ink. The paper is FSC certified.   Diego, Boots, Mami, Papi, and all of Dora's friends get involved and share their favorite tips about what YOU can do to help!",,,,,,,,24,,,,,English,,,,9781416975809,0,0,,Unread,,,,,,,0,,,,2018/01/02 13:54:53.57497024,,,,,,eDFMPwAACAAJ,,0,,
My Rhinoceros,,,,Jon Agee,"Agee, Jon",,,,Scholastic Inc.,,2011,Juvenile Fiction,,,"Watch Jon Agee win over a new flock of fans--the toddler setIf you should ever get a rhinoceros for a pet, you're in for a surprise. It won't chase a ball. Or a stick. Or a frisbie. In fact, according to the experts, a rhinoceros does only two things: pop balloons and poke holes in kites.But don't be discouraged. As you'll discover in Jon Agee's hilarious picture book, rhinoceroses can do more--so much more--than that!",,,,,,,,32,,,,,English,,,,9780545294416,0,0,,Unread,,,,,,,0,,,,2018/01/02 13:54:53.50886988,,,,,,5HXWppngOscC,,0,,
Pie in the Sky,,,,Lois Ehlert,"Ehlert, Lois",,,,Houghton Mifflin Harcourt,,2004,Juvenile Fiction,,,"Do pies grow on trees? Join a father and child as they watch over their backyard cherry tree--and all the colorful living things surrounding it--throughout the seasons. At the end of the summer, they harvest the cherries together and make a delicious pie for the whole family to enjoy.  This stunning book from bestselling author Lois Ehlert features color concepts, backyard natural history, vibrant collage illustrations, and, best of all, a recipe for making cherry pie. Yum!",,,,,,,,40,,,,,English,,,,9780152165840,0,0,,Unread,,,,,,,0,,,,2018/01/02 13:54:53.43564021,,,,,,7ZGFsgYxhXEC,,0,,
Sledding,,,,Elizabeth Winthrop,"Winthrop, Elizabeth",,,,Harper & Row,,1989,Sleds,,,,,,,,,,,30,,,,,,,,,9780060265281,0,0,,Unread,,,,,,,0,,,,2018/01/02 13:54:53.37971019,,,,,,,,0,,
The extremely greedy dragon,,,,Jessica Barrah,"Barrah, Jessica",,,,,,,,,,,,,,,,,,,,,,,,,,,9781609929381,0,0,,Unread,,,,,,,0,,,,2018/01/02 13:54:53.35342991,,,,,,,,0,http://images.amazon.com/images/P/1609929381.01Z.jpg,
It's Only Stanley,,,,Jon Agee,"Agee, Jon",,,,Penguin Group (USA) LLC,,2015,Juvenile Fiction,,,"Fans of Jon Klassen and Oliver Jeffers will love this mischievously funny read-aloud from award-winning author/illustrator Jon AgeeMysterious noises keep waking up the Wimbledon family. ""That's very odd,"" says Mr. Wimbledon each time, but when he returns from checking on the sounds, he's always reassuring: ""It's only Stanley; he's fixing the oil tank."" ""It's only Stanley; he's clearing the bathtub drain.""But what Stanley the dog is actually doing while his oblivious family goes back to bed is deliciously absurd: he's turning the house into a rocket ship to zoom himself and his family to another planet for an alien encounter. This is a perfect rhyming read-aloud for fans of irreverent tales like Click Clack Moo and I Want My Hat Back.",,,,,,,,32,,,,,English,,,,9780803739079,0,0,,Unread,,,,,,,0,,,,2018/01/02 13:54:53.25454998,,,,,,8ISbngEACAAJ,,0,,
